index,HeartRate_bpm,Temperature_C,SpO2_percent,MotionLevel,State
536,64.0,36.7,97.0,2.0,Awake/Idle
537,71.0,36.8,96.0,2.0,Awake/Idle
538,77.0,36.8,99.0,1.0,Awake/Idle
539,69.0,36.8,95.0,2.0,Awake/Idle
540,74.0,37.0,96.0,2.0,Awake/Idle
541,65.0,36.6,100.0,1.0,Awake/Idle
542,75.0,36.8,96.0,3.0,Awake/Idle
543,60.0,36.6,98.0,2.0,Awake/Idle
544,61.0,36.9,96.0,3.0,Awake/Idle
545,69.0,36.9,98.0,3.0,Awake/Idle
546,71.0,36.8,100.0,1.0,Awake/Idle
547,71.0,36.9,96.0,3.0,Awake/Idle
548,60.0,36.5,98.0,2.0,Awake/Idle
549,71.0,36.6,100.0,2.0,Awake/Idle
550,65.0,36.9,99.0,2.0,Awake/Idle
551,64.0,36.5,95.0,1.0,Awake/Idle
552,69.0,36.5,100.0,2.0,Awake/Idle
553,70.0,36.5,97.0,3.0,Awake/Idle
554,77.0,36.5,97.0,1.0,Awake/Idle
555,75.0,36.6,97.0,3.0,Awake/Idle
556,74.0,36.7,99.0,2.0,Awake/Idle
557,71.0,36.9,100.0,2.0,Awake/Idle
558,62.0,36.8,96.0,3.0,Awake/Idle
559,60.0,36.9,99.0,3.0,Awake/Idle
560,70.0,36.9,100.0,2.0,Awake/Idle
561,80.0,36.5,95.0,2.0,Awake/Idle
562,68.0,36.8,98.0,2.0,Awake/Idle
563,75.0,36.6,98.0,3.0,Awake/Idle
564,66.0,36.6,98.0,3.0,Awake/Idle
565,80.0,36.7,97.0,1.0,Awake/Idle
566,61.0,36.9,98.0,2.0,Awake/Idle
567,63.0,36.9,100.0,1.0,Awake/Idle
568,76.0,36.9,97.0,2.0,Awake/Idle
569,61.0,36.9,99.0,2.0,Awake/Idle
570,67.0,36.7,100.0,3.0,Awake/Idle
571,61.0,37.0,95.0,1.0,Awake/Idle
572,62.0,36.9,95.0,3.0,Awake/Idle
573,70.0,36.6,96.0,1.0,Awake/Idle
574,80.0,36.9,99.0,3.0,Awake/Idle
575,79.0,36.8,97.0,3.0,Awake/Idle
576,71.0,36.6,100.0,3.0,Awake/Idle
577,73.0,37.0,97.0,3.0,Awake/Idle
578,80.0,36.6,97.0,3.0,Awake/Idle
579,60.0,36.5,95.0,1.0,Awake/Idle
580,72.0,36.9,100.0,3.0,Awake/Idle
581,69.0,36.6,99.0,2.0,Awake/Idle
582,74.0,36.7,98.0,1.0,Awake/Idle
583,63.0,37.0,99.0,3.0,Awake/Idle
584,74.0,36.9,97.0,2.0,Awake/Idle
585,71.0,36.5,98.0,3.0,Awake/Idle
586,60.0,36.5,97.0,3.0,Awake/Idle
587,65.0,36.7,99.0,1.0,Awake/Idle
588,73.0,36.7,96.0,1.0,Awake/Idle
589,71.0,36.7,95.0,3.0,Awake/Idle
590,72.0,36.7,100.0,3.0,Awake/Idle
591,62.0,36.6,98.0,1.0,Awake/Idle
592,70.0,36.6,99.0,1.0,Awake/Idle
593,66.0,36.6,99.0,1.0,Awake/Idle
594,78.0,36.9,97.0,1.0,Awake/Idle
595,60.0,36.7,100.0,2.0,Awake/Idle
596,74.0,37.0,100.0,3.0,Awake/Idle
597,64.0,36.8,95.0,1.0,Awake/Idle
598,60.0,36.5,96.0,1.0,Awake/Idle
599,77.0,37.0,98.0,2.0,Awake/Idle
600,72.0,36.6,97.0,1.0,Awake/Idle
601,64.0,36.6,98.0,2.0,Awake/Idle
602,62.0,36.7,99.0,1.0,Awake/Idle
603,70.0,36.9,96.0,1.0,Awake/Idle
604,75.0,36.7,96.0,2.0,Awake/Idle
605,60.0,36.8,95.0,2.0,Awake/Idle
606,63.0,36.9,99.0,1.0,Awake/Idle
607,65.0,36.9,99.0,3.0,Awake/Idle
608,63.0,36.9,98.0,2.0,Awake/Idle
609,72.0,36.6,97.0,2.0,Awake/Idle
610,63.0,36.5,96.0,1.0,Awake/Idle
611,79.0,36.8,99.0,1.0,Awake/Idle
612,75.0,36.7,99.0,1.0,Awake/Idle
613,79.0,36.9,99.0,2.0,Awake/Idle
614,61.0,37.0,96.0,1.0,Awake/Idle
615,61.0,36.6,95.0,1.0,Awake/Idle
616,78.0,36.8,95.0,1.0,Awake/Idle
617,64.0,36.8,100.0,3.0,Awake/Idle
618,60.0,37.0,98.0,1.0,Awake/Idle
619,72.0,36.8,96.0,3.0,Awake/Idle
620,78.0,36.6,96.0,3.0,Awake/Idle
621,60.0,36.9,95.0,3.0,Awake/Idle
622,80.0,36.5,99.0,2.0,Awake/Idle
623,70.0,36.9,99.0,3.0,Awake/Idle
624,75.0,36.9,95.0,2.0,Awake/Idle
625,79.0,36.5,96.0,3.0,Awake/Idle
626,69.0,36.7,97.0,1.0,Awake/Idle
627,74.0,36.9,99.0,2.0,Awake/Idle
628,80.0,36.7,96.0,3.0,Awake/Idle
629,79.0,36.9,95.0,2.0,Awake/Idle
630,62.0,36.7,99.0,1.0,Awake/Idle
631,60.0,36.6,96.0,2.0,Awake/Idle
632,75.0,36.6,95.0,3.0,Awake/Idle
633,79.0,36.5,97.0,2.0,Awake/Idle
634,74.0,36.5,95.0,1.0,Awake/Idle
635,74.0,36.7,98.0,3.0,Awake/Idle
636,73.0,37.0,100.0,3.0,Awake/Idle
637,80.0,36.5,97.0,2.0,Awake/Idle
638,78.0,36.8,100.0,2.0,Awake/Idle
639,67.0,36.8,96.0,3.0,Awake/Idle
640,72.0,36.6,97.0,3.0,Awake/Idle
641,61.0,37.0,99.0,2.0,Awake/Idle
642,66.0,36.7,96.0,2.0,Awake/Idle
643,75.0,36.6,100.0,3.0,Awake/Idle
644,63.0,36.6,97.0,1.0,Awake/Idle
645,78.0,36.7,97.0,2.0,Awake/Idle
646,72.0,36.9,95.0,3.0,Awake/Idle
647,68.0,36.9,98.0,3.0,Awake/Idle
648,60.0,36.7,95.0,3.0,Awake/Idle
649,79.0,36.7,98.0,3.0,Awake/Idle
650,78.0,36.8,98.0,2.0,Awake/Idle
651,73.0,36.6,100.0,2.0,Awake/Idle
652,79.0,37.0,98.0,3.0,Awake/Idle
653,68.0,36.6,100.0,2.0,Awake/Idle
654,70.0,36.7,100.0,1.0,Awake/Idle
655,70.0,36.9,97.0,2.0,Awake/Idle
656,65.0,36.6,95.0,1.0,Awake/Idle
657,66.0,36.6,98.0,2.0,Awake/Idle
658,80.0,36.8,100.0,2.0,Awake/Idle
659,67.0,36.7,97.0,1.0,Awake/Idle
660,69.0,36.7,98.0,1.0,Awake/Idle
661,65.0,36.9,98.0,3.0,Awake/Idle
662,65.0,36.7,99.0,2.0,Awake/Idle
663,60.0,36.8,98.0,1.0,Awake/Idle
664,77.0,36.8,96.0,3.0,Awake/Idle
665,71.0,37.0,100.0,2.0,Awake/Idle
666,66.0,36.7,96.0,1.0,Awake/Idle
667,77.0,36.7,95.0,2.0,Awake/Idle
668,61.0,36.8,97.0,1.0,Awake/Idle
669,78.0,37.0,99.0,3.0,Awake/Idle
670,64.0,36.6,96.0,2.0,Awake/Idle
671,74.0,36.7,97.0,1.0,Awake/Idle
672,69.0,36.6,96.0,3.0,Awake/Idle
673,76.0,36.5,100.0,3.0,Awake/Idle
674,73.0,36.9,97.0,3.0,Awake/Idle
675,60.0,36.9,99.0,3.0,Awake/Idle
676,63.0,36.7,96.0,2.0,Awake/Idle
677,67.0,36.7,96.0,2.0,Awake/Idle
678,63.0,36.9,95.0,1.0,Awake/Idle
679,71.0,36.6,100.0,2.0,Awake/Idle
680,65.0,36.5,99.0,2.0,Awake/Idle
681,67.0,36.9,99.0,3.0,Awake/Idle
682,72.0,36.5,97.0,2.0,Awake/Idle
683,61.0,36.6,100.0,3.0,Awake/Idle
684,66.0,37.0,95.0,3.0,Awake/Idle
685,67.0,36.7,95.0,3.0,Awake/Idle
686,78.0,36.9,96.0,1.0,Awake/Idle
687,77.0,36.7,96.0,1.0,Awake/Idle
688,62.0,36.6,96.0,3.0,Awake/Idle
689,78.0,36.6,95.0,3.0,Awake/Idle
690,66.0,36.8,97.0,3.0,Awake/Idle
691,76.0,36.6,97.0,2.0,Awake/Idle
692,76.0,36.6,97.0,1.0,Awake/Idle
693,61.0,36.9,100.0,3.0,Awake/Idle
694,66.0,36.7,96.0,2.0,Awake/Idle
695,63.0,36.6,99.0,2.0,Awake/Idle
696,61.0,36.8,95.0,1.0,Awake/Idle
697,73.0,36.5,97.0,1.0,Awake/Idle
698,66.0,36.8,99.0,2.0,Awake/Idle
699,66.0,37.0,99.0,2.0,Awake/Idle
700,62.0,36.6,100.0,1.0,Awake/Idle
701,77.0,36.9,96.0,3.0,Awake/Idle
702,65.0,37.0,97.0,3.0,Awake/Idle
703,77.0,36.8,95.0,2.0,Awake/Idle
704,65.0,36.6,96.0,2.0,Awake/Idle
705,68.0,36.7,99.0,1.0,Awake/Idle
706,80.0,36.6,99.0,1.0,Awake/Idle
707,74.0,36.6,99.0,3.0,Awake/Idle
708,79.0,36.9,97.0,3.0,Awake/Idle
709,71.0,36.7,100.0,2.0,Awake/Idle
710,76.0,36.8,100.0,2.0,Awake/Idle
711,78.0,36.5,98.0,2.0,Awake/Idle
712,64.0,36.9,100.0,1.0,Awake/Idle
713,80.0,36.5,98.0,2.0,Awake/Idle
714,61.0,36.7,98.0,2.0,Awake/Idle
715,67.0,36.7,98.0,3.0,Awake/Idle
716,75.0,36.6,95.0,1.0,Awake/Idle
717,66.0,36.7,98.0,2.0,Awake/Idle
718,78.0,36.6,96.0,1.0,Awake/Idle
719,69.0,36.9,95.0,3.0,Awake/Idle
720,68.0,36.9,98.0,2.0,Awake/Idle
721,73.0,36.7,96.0,3.0,Awake/Idle
722,64.0,36.7,96.0,3.0,Awake/Idle
723,66.0,36.6,97.0,1.0,Awake/Idle
724,60.0,36.8,99.0,2.0,Awake/Idle
725,70.0,36.7,99.0,3.0,Awake/Idle
726,69.0,36.7,98.0,1.0,Awake/Idle
727,79.0,37.0,98.0,1.0,Awake/Idle
728,67.0,36.6,95.0,2.0,Awake/Idle
729,70.0,36.8,96.0,3.0,Awake/Idle
730,64.0,36.6,98.0,1.0,Awake/Idle
731,71.0,37.0,100.0,1.0,Awake/Idle
732,74.0,36.9,96.0,2.0,Awake/Idle
733,78.0,36.6,96.0,1.0,Awake/Idle
734,68.0,36.6,98.0,3.0,Awake/Idle
735,77.0,36.9,98.0,3.0,Awake/Idle
736,73.0,36.9,95.0,3.0,Awake/Idle
737,66.0,36.7,96.0,1.0,Awake/Idle
738,79.0,36.7,98.0,1.0,Awake/Idle
739,65.0,37.0,99.0,1.0,Awake/Idle
740,63.0,36.5,96.0,2.0,Awake/Idle
741,66.0,36.6,95.0,3.0,Awake/Idle
742,73.0,36.8,99.0,2.0,Awake/Idle
743,60.0,36.7,95.0,2.0,Awake/Idle
744,63.0,36.9,97.0,3.0,Awake/Idle
745,76.0,36.8,97.0,2.0,Awake/Idle
746,78.0,36.7,100.0,2.0,Awake/Idle
747,72.0,36.7,100.0,2.0,Awake/Idle
748,78.0,36.7,100.0,3.0,Awake/Idle
749,73.0,36.6,99.0,1.0,Awake/Idle
750,70.0,37.0,95.0,2.0,Awake/Idle
751,60.0,36.9,95.0,2.0,Awake/Idle
752,76.0,36.6,100.0,3.0,Awake/Idle
753,79.0,36.5,96.0,3.0,Awake/Idle
754,63.0,36.9,97.0,3.0,Awake/Idle
755,73.0,36.6,100.0,1.0,Awake/Idle
756,79.0,36.5,97.0,3.0,Awake/Idle
757,61.0,36.8,95.0,1.0,Awake/Idle
758,72.0,36.7,100.0,2.0,Awake/Idle
759,73.0,36.7,98.0,2.0,Awake/Idle
760,64.0,36.6,99.0,2.0,Awake/Idle
761,68.0,36.5,97.0,3.0,Awake/Idle
762,70.0,36.9,97.0,2.0,Awake/Idle
763,78.0,36.6,96.0,3.0,Awake/Idle
764,63.0,36.7,97.0,2.0,Awake/Idle
765,70.0,36.5,96.0,1.0,Awake/Idle
766,74.0,37.0,99.0,3.0,Awake/Idle
767,77.0,36.6,100.0,2.0,Awake/Idle
768,72.0,36.7,100.0,3.0,Awake/Idle
769,68.0,36.8,100.0,1.0,Awake/Idle
770,71.0,36.7,100.0,1.0,Awake/Idle
771,61.0,37.0,98.0,1.0,Awake/Idle
772,66.0,36.7,95.0,2.0,Awake/Idle
773,75.0,36.6,96.0,2.0,Awake/Idle
774,66.0,36.8,98.0,1.0,Awake/Idle
775,65.0,36.6,95.0,1.0,Awake/Idle
776,71.0,36.7,99.0,1.0,Awake/Idle
777,69.0,36.7,96.0,1.0,Awake/Idle
778,63.0,36.6,99.0,3.0,Awake/Idle
779,78.0,36.8,100.0,2.0,Awake/Idle
780,79.0,36.6,96.0,2.0,Awake/Idle
781,79.0,36.5,100.0,1.0,Awake/Idle
782,60.0,36.8,98.0,1.0,Awake/Idle
783,80.0,36.9,98.0,3.0,Awake/Idle
784,80.0,36.6,97.0,2.0,Awake/Idle
785,79.0,36.8,99.0,2.0,Awake/Idle
786,76.0,36.8,99.0,1.0,Awake/Idle
787,71.0,36.7,98.0,2.0,Awake/Idle
788,76.0,36.8,96.0,1.0,Awake/Idle
789,76.0,36.7,98.0,3.0,Awake/Idle
790,74.0,36.7,100.0,2.0,Awake/Idle
791,68.0,36.6,96.0,2.0,Awake/Idle
792,78.0,36.8,96.0,3.0,Awake/Idle
793,79.0,37.0,96.0,1.0,Awake/Idle
794,70.0,36.8,99.0,3.0,Awake/Idle
795,80.0,36.7,98.0,3.0,Awake/Idle
796,76.0,36.7,96.0,1.0,Awake/Idle
797,62.0,36.6,98.0,2.0,Awake/Idle
798,76.0,36.9,99.0,1.0,Awake/Idle
799,80.0,36.8,99.0,3.0,Awake/Idle
800,71.0,36.6,99.0,1.0,Awake/Idle
801,67.0,36.6,97.0,2.0,Awake/Idle
802,62.0,37.0,99.0,2.0,Awake/Idle
803,64.0,36.6,96.0,3.0,Awake/Idle
804,64.0,36.5,100.0,2.0,Awake/Idle
805,74.0,36.8,100.0,2.0,Awake/Idle
806,62.0,36.6,98.0,1.0,Awake/Idle
807,74.0,36.5,99.0,2.0,Awake/Idle
808,77.0,36.8,99.0,3.0,Awake/Idle
809,69.0,36.9,100.0,2.0,Awake/Idle
810,78.0,37.0,97.0,2.0,Awake/Idle
811,66.0,36.6,97.0,3.0,Awake/Idle
812,73.0,36.9,95.0,2.0,Awake/Idle
813,78.0,36.7,100.0,2.0,Awake/Idle
814,65.0,36.6,99.0,1.0,Awake/Idle
815,69.0,36.9,98.0,3.0,Awake/Idle
816,70.0,36.8,99.0,2.0,Awake/Idle
817,61.0,36.6,96.0,3.0,Awake/Idle
818,76.0,36.5,97.0,3.0,Awake/Idle
819,67.0,36.6,99.0,1.0,Awake/Idle
820,65.0,36.7,99.0,2.0,Awake/Idle
821,61.0,36.8,100.0,1.0,Awake/Idle
822,68.0,36.8,96.0,3.0,Awake/Idle
823,69.0,36.5,95.0,2.0,Awake/Idle
824,67.0,36.8,96.0,3.0,Awake/Idle
825,65.0,36.6,99.0,1.0,Awake/Idle
826,65.0,36.5,99.0,3.0,Awake/Idle
827,79.0,36.9,97.0,2.0,Awake/Idle
828,67.0,37.0,96.0,3.0,Awake/Idle
829,79.0,36.7,96.0,3.0,Awake/Idle
830,78.0,37.0,98.0,2.0,Awake/Idle
831,67.0,36.6,97.0,1.0,Awake/Idle
832,60.0,36.9,100.0,1.0,Awake/Idle
833,61.0,36.5,98.0,3.0,Awake/Idle
834,62.0,36.6,98.0,1.0,Awake/Idle
835,78.0,36.8,100.0,2.0,Awake/Idle
836,72.0,36.9,99.0,2.0,Awake/Idle
837,66.0,36.7,97.0,2.0,Awake/Idle
838,72.0,36.8,96.0,2.0,Awake/Idle
839,75.0,36.8,95.0,2.0,Awake/Idle
840,64.0,36.7,99.0,2.0,Awake/Idle
841,71.0,36.7,100.0,1.0,Awake/Idle
842,77.0,36.7,95.0,3.0,Awake/Idle
843,71.0,36.8,99.0,3.0,Awake/Idle
844,70.0,36.8,100.0,3.0,Awake/Idle
845,71.0,36.6,99.0,2.0,Awake/Idle
846,78.0,36.7,97.0,1.0,Awake/Idle
847,75.0,36.6,98.0,2.0,Awake/Idle
848,63.0,36.8,97.0,2.0,Awake/Idle
849,66.0,36.5,96.0,2.0,Awake/Idle
850,78.0,36.8,97.0,2.0,Awake/Idle
851,73.0,36.8,96.0,1.0,Awake/Idle
852,66.0,36.7,100.0,2.0,Awake/Idle
853,73.0,36.8,100.0,1.0,Awake/Idle
854,62.0,36.8,95.0,1.0,Awake/Idle
855,65.0,36.7,96.0,3.0,Awake/Idle
856,80.0,36.5,97.0,3.0,Awake/Idle
857,76.0,36.9,100.0,3.0,Awake/Idle
858,73.0,36.7,100.0,1.0,Awake/Idle
859,60.0,36.6,97.0,2.0,Awake/Idle
860,65.0,37.0,97.0,2.0,Awake/Idle
861,73.0,36.6,99.0,3.0,Awake/Idle
862,70.0,36.9,96.0,1.0,Awake/Idle
863,70.0,37.0,100.0,3.0,Awake/Idle
864,78.0,36.8,95.0,3.0,Awake/Idle
865,75.0,36.8,98.0,3.0,Awake/Idle
866,68.0,36.9,98.0,1.0,Awake/Idle
867,60.0,37.0,100.0,3.0,Awake/Idle
868,61.0,36.7,96.0,3.0,Awake/Idle
869,70.0,36.6,100.0,1.0,Awake/Idle
870,63.0,36.6,95.0,2.0,Awake/Idle
871,73.0,37.0,96.0,2.0,Awake/Idle
872,65.0,36.9,99.0,2.0,Awake/Idle
873,75.0,36.8,95.0,1.0,Awake/Idle
874,75.0,36.8,100.0,1.0,Awake/Idle
875,62.0,36.5,99.0,2.0,Awake/Idle
876,78.0,37.0,98.0,3.0,Awake/Idle
877,77.0,36.5,98.0,2.0,Awake/Idle
878,64.0,36.9,98.0,1.0,Awake/Idle
879,77.0,36.6,100.0,3.0,Awake/Idle
880,75.0,36.9,99.0,3.0,Awake/Idle
881,68.0,36.8,98.0,1.0,Awake/Idle
882,63.0,36.9,100.0,2.0,Awake/Idle
883,60.0,36.6,95.0,1.0,Awake/Idle
884,63.0,36.5,97.0,2.0,Awake/Idle
885,73.0,36.6,100.0,3.0,Awake/Idle
886,65.0,36.9,95.0,2.0,Awake/Idle
887,63.0,36.6,97.0,2.0,Awake/Idle
888,76.0,36.5,99.0,3.0,Awake/Idle
889,73.0,36.5,98.0,1.0,Awake/Idle
890,71.0,36.7,97.0,3.0,Awake/Idle
891,64.0,36.9,100.0,3.0,Awake/Idle
892,68.0,36.5,100.0,1.0,Awake/Idle
893,79.0,36.8,96.0,3.0,Awake/Idle
894,79.0,36.6,99.0,2.0,Awake/Idle
895,79.0,36.9,100.0,3.0,Awake/Idle
896,78.0,36.8,100.0,2.0,Awake/Idle
897,66.0,36.8,99.0,2.0,Awake/Idle
898,67.0,36.5,95.0,2.0,Awake/Idle
899,76.0,36.9,97.0,2.0,Awake/Idle
900,67.0,36.8,95.0,3.0,Awake/Idle
901,62.0,36.7,95.0,2.0,Awake/Idle
902,69.0,36.7,97.0,1.0,Awake/Idle
903,69.0,36.6,97.0,1.0,Awake/Idle
904,74.0,36.7,99.0,1.0,Awake/Idle
905,79.0,36.6,98.0,3.0,Awake/Idle
906,72.0,36.7,96.0,3.0,Awake/Idle
907,67.0,36.7,96.0,1.0,Awake/Idle
908,71.0,36.6,97.0,2.0,Awake/Idle
909,70.0,36.9,98.0,3.0,Awake/Idle
910,62.0,36.8,97.0,2.0,Awake/Idle
911,76.0,36.6,97.0,3.0,Awake/Idle
912,69.0,36.8,99.0,2.0,Awake/Idle
913,76.0,36.7,97.0,2.0,Awake/Idle
914,79.0,36.7,99.0,3.0,Awake/Idle
915,73.0,36.5,100.0,3.0,Awake/Idle
916,76.0,36.9,99.0,3.0,Awake/Idle
917,67.0,36.8,96.0,3.0,Awake/Idle
918,62.0,36.9,97.0,3.0,Awake/Idle
919,74.0,36.6,100.0,1.0,Awake/Idle
920,60.0,36.6,96.0,1.0,Awake/Idle
921,80.0,37.0,97.0,3.0,Awake/Idle
922,78.0,36.9,99.0,2.0,Awake/Idle
923,73.0,36.7,98.0,2.0,Awake/Idle
924,61.0,36.6,96.0,1.0,Awake/Idle
925,76.0,36.6,95.0,3.0,Awake/Idle
926,72.0,36.7,96.0,2.0,Awake/Idle
927,62.0,36.6,97.0,3.0,Awake/Idle
928,73.0,36.7,97.0,3.0,Awake/Idle
929,69.0,36.5,95.0,2.0,Awake/Idle
930,65.0,36.5,95.0,2.0,Awake/Idle
931,78.0,36.8,97.0,3.0,Awake/Idle
932,72.0,36.8,95.0,3.0,Awake/Idle
933,60.0,36.8,96.0,1.0,Awake/Idle
934,75.0,37.0,96.0,2.0,Awake/Idle
935,66.0,36.7,100.0,3.0,Awake/Idle
936,71.0,36.9,99.0,3.0,Awake/Idle
937,73.0,36.6,99.0,1.0,Awake/Idle
938,68.0,36.7,99.0,1.0,Awake/Idle
939,75.0,37.0,99.0,3.0,Awake/Idle
940,65.0,36.7,100.0,1.0,Awake/Idle
941,72.0,36.7,96.0,2.0,Awake/Idle
942,74.0,36.8,99.0,2.0,Awake/Idle
943,80.0,36.9,97.0,2.0,Awake/Idle
944,65.0,36.7,97.0,1.0,Awake/Idle
945,67.0,36.7,96.0,1.0,Awake/Idle
946,62.0,36.8,98.0,1.0,Awake/Idle
947,80.0,36.8,96.0,2.0,Awake/Idle
948,67.0,36.9,97.0,2.0,Awake/Idle
949,78.0,36.7,97.0,2.0,Awake/Idle
950,77.0,36.6,98.0,2.0,Awake/Idle
951,49.0,36.3,85.0,0.0,Fainting
952,43.0,35.7,86.0,1.0,Fainting
953,54.0,35.8,92.0,1.0,Fainting
954,56.0,35.7,87.0,1.0,Fainting
955,58.0,36.2,85.0,0.0,Fainting
956,40.0,35.7,87.0,1.0,Fainting
957,56.0,36.1,86.0,0.0,Fainting
958,58.0,36.4,86.0,1.0,Fainting
959,47.0,35.6,94.0,1.0,Fainting
960,53.0,35.8,94.0,0.0,Fainting
961,38.0,35.5,89.0,0.0,Fainting
962,32.0,36.0,91.0,0.0,Fainting
963,42.0,35.8,86.0,0.0,Fainting
964,46.0,36.3,93.0,1.0,Fainting
965,51.0,36.1,90.0,0.0,Fainting
966,40.0,35.7,91.0,0.0,Fainting
967,51.0,36.2,94.0,1.0,Fainting
968,58.0,36.3,94.0,0.0,Fainting
969,53.0,36.0,87.0,0.0,Fainting
970,47.0,35.6,95.0,1.0,Fainting
971,42.0,35.7,95.0,1.0,Fainting
972,56.0,35.7,88.0,0.0,Fainting
973,43.0,35.5,86.0,1.0,Fainting
974,58.0,36.3,92.0,0.0,Fainting
975,37.0,35.8,93.0,1.0,Fainting
976,38.0,36.5,85.0,0.0,Fainting
977,41.0,35.5,88.0,1.0,Fainting
978,55.0,35.7,85.0,0.0,Fainting
979,48.0,35.8,89.0,1.0,Fainting
980,50.0,36.0,87.0,1.0,Fainting
981,46.0,36.1,87.0,0.0,Fainting
982,35.0,36.1,90.0,1.0,Fainting
983,45.0,36.1,93.0,0.0,Fainting
984,57.0,36.2,89.0,1.0,Fainting
985,35.0,36.0,94.0,1.0,Fainting
986,35.0,35.6,89.0,0.0,Fainting
987,50.0,36.2,87.0,0.0,Fainting
988,45.0,36.4,93.0,0.0,Fainting
989,30.0,35.9,85.0,0.0,Fainting
990,30.0,36.4,94.0,0.0,Fainting
991,53.0,36.5,95.0,0.0,Fainting
992,52.0,35.9,88.0,0.0,Fainting
993,39.0,36.4,90.0,0.0,Fainting
994,31.0,36.2,86.0,0.0,Fainting
995,58.0,36.0,86.0,0.0,Fainting
996,54.0,36.3,87.0,0.0,Fainting
997,50.0,36.5,87.0,1.0,Fainting
998,56.0,35.7,85.0,0.0,Fainting
999,53.0,36.1,85.0,0.0,Fainting
1000,54.0,36.0,87.0,0.0,Fainting
1001,54.0,36.0,90.0,1.0,Fainting
1002,58.0,35.6,94.0,1.0,Fainting
1003,42.0,36.4,85.0,0.0,Fainting
1004,59.0,35.7,93.0,1.0,Fainting
1005,58.0,36.3,93.0,1.0,Fainting
1006,56.0,35.5,91.0,1.0,Fainting
1007,52.0,36.5,90.0,1.0,Fainting
1008,35.0,36.5,90.0,0.0,Fainting
1009,51.0,36.0,89.0,1.0,Fainting
1010,57.0,35.6,86.0,0.0,Fainting
1011,56.0,35.9,85.0,1.0,Fainting
1012,49.0,35.6,95.0,0.0,Fainting
1013,51.0,36.1,85.0,0.0,Fainting
1014,39.0,36.2,90.0,0.0,Fainting
1015,45.0,35.6,92.0,0.0,Fainting
1016,45.0,35.5,94.0,0.0,Fainting
1017,47.0,36.0,94.0,0.0,Fainting
1018,53.0,35.9,94.0,1.0,Fainting
1019,31.0,36.1,91.0,1.0,Fainting
1020,53.0,36.0,91.0,1.0,Fainting
1021,34.0,35.8,89.0,0.0,Fainting
1022,49.0,36.4,91.0,0.0,Fainting
1023,60.0,35.8,87.0,1.0,Fainting
1024,37.0,35.6,92.0,0.0,Fainting
1025,51.0,36.2,94.0,0.0,Fainting
1026,55.0,36.3,92.0,1.0,Fainting
1027,30.0,35.9,85.0,0.0,Fainting
1028,35.0,36.1,88.0,1.0,Fainting
1029,37.0,36.5,90.0,1.0,Fainting
1030,44.0,36.4,86.0,1.0,Fainting
1031,54.0,36.3,95.0,1.0,Fainting
1032,49.0,36.0,92.0,0.0,Fainting
1033,33.0,36.4,88.0,0.0,Fainting
1034,30.0,36.0,85.0,0.0,Fainting
1035,53.0,35.5,88.0,1.0,Fainting
1036,31.0,35.8,87.0,1.0,Fainting
1037,30.0,35.6,91.0,0.0,Fainting
1038,44.0,36.1,93.0,1.0,Fainting
1039,60.0,36.5,95.0,1.0,Fainting
1040,36.0,35.6,93.0,0.0,Fainting
1041,32.0,35.6,90.0,1.0,Fainting
1042,49.0,35.8,85.0,1.0,Fainting
1043,51.0,35.6,85.0,0.0,Fainting
1044,51.0,35.8,93.0,0.0,Fainting
1045,52.0,36.0,95.0,1.0,Fainting
1046,33.0,36.1,89.0,1.0,Fainting
1047,40.0,36.3,92.0,1.0,Fainting
1048,48.0,36.0,85.0,0.0,Fainting
1049,33.0,35.6,90.0,1.0,Fainting
1050,51.0,35.6,94.0,0.0,Fainting
1051,33.0,35.5,89.0,1.0,Fainting
1052,39.0,36.0,86.0,0.0,Fainting
1053,43.0,36.0,85.0,0.0,Fainting
1054,59.0,36.1,95.0,0.0,Fainting
1055,59.0,36.2,86.0,0.0,Fainting
1056,56.0,35.9,86.0,0.0,Fainting
1057,55.0,35.7,94.0,0.0,Fainting
1058,41.0,36.3,86.0,1.0,Fainting
1059,40.0,36.0,94.0,1.0,Fainting
1060,35.0,36.3,86.0,1.0,Fainting
1061,37.0,36.3,93.0,1.0,Fainting
1062,44.0,35.7,93.0,1.0,Fainting
1063,49.0,36.3,89.0,0.0,Fainting
1064,38.0,35.7,87.0,1.0,Fainting
1065,48.0,35.8,94.0,0.0,Fainting
1066,53.0,35.6,87.0,0.0,Fainting
1067,55.0,36.2,93.0,0.0,Fainting
1068,45.0,36.4,95.0,1.0,Fainting
1069,33.0,35.6,91.0,0.0,Fainting
1070,60.0,35.8,95.0,0.0,Fainting
1071,32.0,36.3,88.0,1.0,Fainting
1072,49.0,36.1,87.0,1.0,Fainting
1073,51.0,35.8,88.0,1.0,Fainting
1074,30.0,35.6,92.0,0.0,Fainting
1075,59.0,35.6,90.0,1.0,Fainting
1076,36.0,35.8,90.0,1.0,Fainting
1077,41.0,35.5,88.0,1.0,Fainting
1078,45.0,35.6,87.0,1.0,Fainting
1079,34.0,36.4,92.0,0.0,Fainting
1080,52.0,36.3,92.0,0.0,Fainting
1081,50.0,35.8,89.0,0.0,Fainting
1082,59.0,36.2,88.0,1.0,Fainting
1083,47.0,35.8,87.0,1.0,Fainting
1084,59.0,35.9,94.0,0.0,Fainting
